,1651797,1651798,1654669,1692027,1652637,1654625,1654671,1676504,1664308,1691260,1654622,1664307,1676507,1664310,1664311,1654668,1692035,1705982,1691278,1652638,1676505,1676511,1692025,1651796,1652636,1701511,1705979,1676508,1654186,1705856,1431288,1705981,1664309,1676510,1701564,1701706,1653681
1651797,,-0.004434,5.993474,-0.000099,-0.000002,5.959635,-0.006098,-0.000004,5.999964,5.998288,5.837031,5.997373,5.999997,5.999034,5.997369,5.854861,5.999715,5.842014,5.998359,5.695846,5.999963,5.999775,5.998232,2.690608,5.296332,5.987165,6.220360,5.995662,6.520255,5.932530,6.000006,6.079960,5.821297,5.898098,5.998264,5.285489,5.999271
1651798,0.004434,,-3.275417,0.945127,0.998801,-2.846414,-1.875021,0.997864,-0.020124,-0.991556,-2.616315,-1.318435,-0.001882,-0.485025,-1.321252,-2.275649,-0.167865,-1.317874,-0.945135,0.007367,-0.021750,-0.131470,-1.018643,-0.003663,0.003113,-7.153318,0.000775,-2.445302,0.135579,-4.225865,0.000000,0.000268,-0.976721,-2.050231,-1.000425,-0.094322,-0.371421
1654669,6.006526,3.275417,,-0.062723,-0.002162,6.270671,1.791668,-0.003658,5.973499,4.408134,5.642364,6.000000,5.996948,6.000000,5.991950,5.761576,5.704166,5.956291,4.540790,6.039700,5.959916,5.774840,4.420758,6.000247,6.017276,0.713861,6.000765,2.779806,6.100122,5.644706,6.000000,6.000258,6.000000,5.930748,4.446451,6.024632,5.935060
1692027,0.000099,1.054873,0.062723,,0.868754,0.011209,1.074199,0.798309,-0.580024,-0.436458,0.000144,0.155825,-0.149330,0.423577,0.155326,0.001342,-4.513270,0.002358,-0.360684,0.000648,-2.523976,-4.850018,-0.343365,0.000013,0.000282,-0.003795,0.000011,-0.043951,0.001359,0.003957,0.000000,0.000004,0.002290,0.003648,-0.353184,0.000634,0.531586
1652637,0.000002,1.001199,0.002162,1.131246,,0.000329,1.002179,2.038871,0.326505,0.004082,0.000081,0.005371,2.026699,0.014599,0.005364,0.000097,0.006530,0.000091,0.005100,0.000014,-0.056696,0.016876,0.004660,0.000000,0.000006,0.000987,0.000000,0.002687,0.000026,0.000212,0.000000,0.000000,0.000079,0.000140,0.004715,0.000017,0.019533
1654625,6.040365,2.846414,5.729329,-0.011209,-0.000329,,0.000000,-0.000566,5.995517,5.748658,2.476547,5.891049,5.999520,5.959919,5.889959,3.357410,5.954646,5.017914,5.766611,6.234732,5.993937,5.965175,5.747763,5.999409,6.102099,4.499769,6.004872,5.455243,6.656637,1.600875,6.000000,6.001648,5.460360,4.464874,5.752003,6.091004,5.962396
1654671,0.006098,3.875021,-1.791668,0.925801,0.997821,0.000000,,0.996255,-0.029676,-1.663722,-0.532294,-0.721190,-0.003179,-0.265311,-0.728402,-0.399221,-0.300213,-0.148365,-1.544885,0.035461,-0.040133,-0.230521,-1.669647,-0.000089,0.015424,-7.656992,0.000736,-3.605949,0.099199,-0.664584,0.000000,0.000249,-0.081524,-0.231914,-1.641583,0.013748,-0.248914
1676504,0.000004,1.002136,0.003658,1.201691,-0.038871,0.000566,1.003745,,0.473198,0.003939,0.000125,0.009087,1.636115,0.024700,0.009074,0.000156,-0.014098,0.000152,0.005908,0.000025,-0.332409,0.000000,0.005325,0.000001,0.000011,0.001496,0.000000,0.003894,0.000047,0.000346,0.000000,0.000000,0.000134,0.000235,0.005358,0.000029,0.032860
1664308,6.000036,0.020124,6.026501,0.580024,-0.326505,6.004483,0.029676,-0.473198,,5.900112,6.000395,6.065838,5.678914,6.178966,6.065673,6.000790,4.809415,6.001037,5.925084,6.000237,-0.405933,4.764149,5.927820,6.000005,6.000103,6.003335,6.000004,6.000000,6.000481,6.002004,6.000000,6.000001,6.000968,6.001606,5.925412,6.000245,6.229955
1691260,6.001712,0.991556,7.591866,0.436458,-0.004082,6.251342,1.663722,-0.003939,6.099888,,6.047442,9.954708,5.999475,16.750010,9.948116,6.063256,5.546874,6.065200,7.000000,6.011580,5.911128,5.757524,6.839154,6.000293,6.005045,6.550971,6.000185,7.318236,6.022241,6.143943,6.000000,6.000062,6.058129,6.101054,6.818057,6.013070,15.140689
1654622,6.162969,2.616315,6.357636,-0.000144,-0.000081,9.523453,0.532294,-0.000125,5.999605,5.952558,,6.143957,5.999907,6.052959,6.143477,8.000000,5.989392,9.756283,5.960465,7.065254,5.998454,5.992331,5.956750,6.020573,6.463923,5.945443,6.018141,5.952014,8.246257,7.509619,6.000000,6.006098,9.675758,10.303540,5.957274,7.033122,6.034203
1664307,6.002627,1.318435,6.000000,-0.155825,-0.005371,6.108951,0.721190,-0.009087,5.934162,2.045292,5.856043,,5.992418,6.000000,5.980000,5.904029,5.265054,5.982406,2.374851,6.015980,5.900419,5.440629,2.076653,6.000099,6.006954,3.872201,6.000308,-2.000000,6.040302,5.856986,6.000000,6.000104,6.000000,5.972124,2.140482,6.009915,5.838669
1676507,6.000003,0.001882,6.003052,0.149330,-2.026699,6.000480,0.003179,-1.636115,6.321086,6.000525,6.000093,6.007582,,6.020609,6.007569,6.000123,5.964830,6.000125,6.002398,6.000022,5.502516,5.973422,6.002061,6.000001,6.000010,6.001087,6.000000,6.002642,6.000042,6.000278,6.000000,6.000000,6.000111,6.000194,6.002032,6.000025,6.027242
1664310,6.000966,0.485025,6.000000,-0.423577,-0.014599,6.040081,0.265311,-0.024700,5.821034,-4.750010,5.947041,6.000000,5.979391,,5.992642,5.964694,4.002209,5.993528,-3.854175,6.005879,5.729312,4.479472,-4.664763,6.000037,6.002558,5.217226,6.000113,3.056964,6.014826,5.947388,6.000000,6.000038,6.000000,5.989745,-4.491257,6.003648,5.561457
1664311,6.002631,1.321252,6.008050,-0.155326,-0.005364,6.110041,0.728402,-0.009074,5.934327,2.051884,5.856523,6.020000,5.992431,6.007358,,5.904509,5.266030,5.982765,2.381443,6.016012,5.900536,5.441428,2.083722,6.000101,6.006968,3.878534,6.000308,-1.980000,6.040347,5.857952,6.000000,6.000104,6.000294,5.972682,2.147411,6.009965,5.843958
1654668,6.145139,2.275649,6.238424,-0.001342,-0.000097,8.642590,0.399221,-0.000156,5.999210,5.936744,4.000000,6.095971,5.999877,6.035306,6.095491,,5.987050,8.259756,5.944651,6.932181,5.998173,5.990414,5.939789,6.015094,6.405896,5.793895,6.016371,5.904029,8.057417,6.516449,6.000000,6.005508,8.450506,8.582124,5.940649,6.826497,6.021511
1692035,6.000285,0.167865,6.295834,4.513270,-0.006530,6.045354,0.300213,0.014098,7.190585,6.453126,6.010608,6.734946,6.035170,7.997791,6.733970,6.012950,,6.012336,6.601206,6.001953,5.767139,6.867855,6.546754,6.000053,6.000851,6.128872,6.000031,6.344537,6.003632,6.028530,6.000000,6.000010,6.010803,6.019127,6.552165,6.002306,8.666307
1705982,6.157986,1.317874,6.043709,-0.002358,-0.000091,6.982086,0.148365,-0.000152,5.998963,5.934800,2.243717,6.017594,5.999875,6.006472,6.017235,3.740244,5.987664,,5.940716,6.977249,5.998315,5.990661,5.935783,6.009116,6.425353,5.674548,6.018307,5.873970,8.368507,5.264278,6.000000,6.006173,6.802356,5.987119,5.936806,6.687585,6.001757
1691278,6.001641,0.945135,7.459210,0.360684,-0.005100,6.233389,1.544885,-0.005908,6.074916,5.000000,6.039535,9.625149,5.997602,15.854175,9.618557,6.055349,5.398794,6.059284,,6.011054,5.893354,5.636286,5.906761,6.000271,6.004815,6.446620,6.000178,6.988677,6.021494,6.128020,6.000000,6.000060,6.053285,6.091867,5.866828,6.012253,14.338170
1652638,6.304154,-0.007367,5.960300,-0.000648,-0.000014,5.765268,-0.035461,-0.000025,5.999763,5.988420,4.934746,5.984020,5.999978,5.994121,5.983988,5.067819,5.998047,5.022751,5.988946,,5.999747,5.998469,5.988089,5.650039,5.991279,5.915651,6.059716,5.971249,11.482473,5.571456,6.000001,6.020763,4.912823,5.369471,5.988302,2.129341,5.995516
1676505,6.000037,0.021750,6.040084,2.523976,0.056696,6.006063,0.040133,0.332409,12.405933,6.088872,6.001546,6.099581,6.497484,6.270688,6.099464,6.001827,6.232861,6.001685,6.106646,6.000253,,6.439821,6.097779,6.000007,6.000110,6.019067,6.000004,6.052719,6.000462,6.003974,6.000000,6.000001,6.001464,6.002613,6.099078,6.000305,6.363009
1676511,6.000225,0.131470,6.225160,4.850018,-0.016876,6.034825,0.230521,0.000000,7.235851,6.242476,6.007669,6.559371,6.026578,7.520528,6.558572,6.009586,5.132145,6.009339,6.363714,6.001531,5.560179,,6.327820,6.000041,6.000667,6.092101,6.000024,6.239730,6.002877,6.021312,6.000000,6.000008,6.008222,6.014479,6.329830,6.001783,8.022852
1692025,6.001768,1.018643,7.579242,0.343365,-0.004660,6.252237,1.669647,-0.005325,6.072180,5.160846,6.043250,9.923347,5.997939,16.664763,9.916278,6.060211,5.453246,6.064217,6.093239,6.011911,5.902221,5.672180,,6.000293,6.005189,6.490195,6.000192,7.095710,6.023133,6.139010,6.000000,6.000064,6.057668,6.099513,5.960792,6.013230,13.849285
1651796,9.309392,0.003663,5.999753,-0.000013,-0.000000,6.000591,0.000089,-0.000001,5.999995,5.999707,5.979427,5.999901,5.999999,5.999963,5.999899,5.984906,5.999947,5.990884,5.999729,6.349961,5.999993,5.999959,5.999707,,6.800683,5.998292,10.196202,5.999375,6.472337,5.993919,6.000026,7.418300,5.993248,5.994082,5.999712,6.066025,5.999963
1652636,6.703668,-0.003113,5.982724,-0.000282,-0.000006,5.897901,-0.015424,-0.000011,5.999897,5.994955,5.536077,5.993046,5.999990,5.997442,5.993032,5.594104,5.999149,5.574647,5.995185,6.008721,5.999890,5.999333,5.994811,5.199317,,5.963264,6.137559,5.987477,8.396774,5.813422,6.000002,6.047820,5.526884,5.725558,5.994904,4.317819,5.998048
1701511,6.012835,7.153318,11.286139,0.003795,-0.000987,7.500231,7.656992,-0.001496,5.996665,5.449029,6.054557,8.127799,5.998913,6.782774,8.121466,6.206105,5.871128,6.325452,5.553380,6.084349,5.980933,5.907899,5.509805,6.001708,6.036736,,6.001423,5.594705,6.175359,6.573739,6.000000,6.000478,6.311950,6.503571,5.515123,6.083920,6.511671
1705979,5.779640,-0.000775,5.999235,-0.000011,-0.000000,5.995128,-0.000736,-0.000000,5.999996,5.999815,5.981859,5.999692,6.000000,5.999887,5.999692,5.983629,5.999969,5.981693,5.999822,5.940284,5.999996,5.999976,5.999808,1.803798,5.862441,5.998577,,5.999522,6.030835,5.992327,6.000053,6.066574,5.979055,5.988194,5.999811,5.910061,5.999915
1676508,6.004338,2.445302,9.220194,0.043951,-0.002687,6.544757,3.605949,-0.003894,6.000000,4.681764,6.047986,14.000000,5.997358,8.943036,13.980000,6.095971,5.655463,6.126030,5.011323,6.028751,5.947281,5.760270,4.904290,6.000625,6.012523,6.405295,6.000478,,6.058425,6.243511,6.000000,6.000160,6.117589,6.195130,4.912129,6.029745,7.954487
1654186,5.479745,-0.135579,5.899878,-0.001359,-0.000026,5.343363,-0.099199,-0.000047,5.999519,5.977759,3.753743,5.959698,5.999958,5.985174,5.959653,3.942583,5.996368,3.631493,5.978506,0.517527,5.999538,5.997123,5.976867,5.527663,3.603226,5.824641,5.969165,5.941575,,5.027080,6.000000,5.990360,3.258140,4.472970,5.977294,-6.603111,5.988976
1705856,6.067470,4.225865,6.355294,-0.003957,-0.000212,10.399125,0.664584,-0.000346,5.997996,5.856057,4.490381,6.143014,5.999722,6.052612,6.142048,5.483551,5.971470,6.735722,5.871980,6.428544,5.996026,5.978688,5.860990,6.006081,6.186578,5.426261,6.007673,5.756489,6.972920,,6.000000,6.002583,6.900495,7.130822,5.863073,6.357071,6.030029
1431288,5.999994,-0.000000,6.000000,-0.000000,-0.000000,6.000000,-0.000000,-0.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,5.999999,6.000000,6.000000,6.000000,5.999974,5.999998,6.000000,5.999947,6.000000,6.000000,6.000000,,5.999843,6.000000,6.000000,6.000000,5.999999,6.000000
1705981,5.920040,-0.000268,5.999742,-0.000004,-0.000000,5.998352,-0.000249,-0.000000,5.999999,5.999938,5.993902,5.999896,6.000000,5.999962,5.999896,5.994492,5.999990,5.993827,5.999940,5.979237,5.999999,5.999992,5.999936,4.581700,5.952180,5.999522,5.933426,5.999840,6.009640,5.997417,6.000157,,5.992932,5.996019,5.999937,5.969492,5.999971
1664309,6.178703,0.976721,6.000000,-0.002290,-0.000079,6.539640,0.081524,-0.000134,5.999032,5.941871,2.324242,6.000000,5.999889,6.000000,5.999706,3.549494,5.989197,5.197644,5.946715,7.087177,5.998536,5.991778,5.942332,6.006752,6.473116,5.688050,6.020945,5.882411,8.741860,5.099505,6.000000,6.007068,,5.472708,5.943270,6.674553,5.997629
1676510,6.101902,2.050231,6.069252,-0.003648,-0.000140,7.535126,0.231914,-0.000235,5.998394,5.898946,1.696460,6.027876,5.999806,6.010255,6.027318,3.417876,5.980873,6.012881,5.908133,6.630529,5.997387,5.985521,5.900487,6.005918,6.274442,5.496429,6.011806,5.804870,7.527030,4.869178,6.000000,6.003981,6.527292,,5.902071,6.444608,6.002875
1701564,6.001736,1.000425,7.553549,0.353184,-0.004715,6.247997,1.641583,-0.005358,6.074588,5.181943,6.042726,9.859518,5.997968,16.491257,9.852589,6.059351,5.447835,6.063194,6.133172,6.011698,5.900922,5.670170,6.039208,6.000288,6.005096,6.484877,6.000189,7.087871,6.022706,6.136927,6.000000,6.000063,6.056730,6.097929,,6.013002,14.038386
1701706,6.714511,0.094322,5.975368,-0.000634,-0.000017,5.908996,-0.013748,-0.000029,5.999755,5.986930,4.966878,5.990085,5.999975,5.996352,5.990035,5.173503,5.997694,5.312415,5.987747,9.870659,5.999695,5.998217,5.986770,5.933975,7.682181,5.916080,6.089939,5.970255,18.603111,5.642929,6.000001,6.030508,5.325447,5.555392,5.986998,,5.996978
1653681,6.000729,0.371421,6.064940,-0.531586,-0.019533,6.037604,0.248914,-0.032860,5.770045,-3.140689,5.965797,6.161331,5.972758,6.438543,6.156042,5.978489,3.333693,5.998243,-2.338170,6.004484,5.636991,3.977148,-1.849285,6.000037,6.001952,5.488329,6.000085,4.045513,6.011024,5.969971,6.000000,6.000029,6.002371,5.997125,-2.038386,6.003022,
